Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      12/12          int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [489]
                0.00    0.00      12/12          int* std::__niter_wrap<int*>(int* const&, int*) [485]
-----------------------------------------------
                0.00    0.00      12/12          Voiture** std::__copy_move_a<false, __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**>(__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**) [486]
[488]    0.0    0.00    0.00      12         Voiture** std::__copy_move_a1<false, Voiture* const*, Voiture**>(Voiture* const*, Voiture* const*, Voiture**) [488]
                0.00    0.00      12/12          Voiture** std::__copy_move_a2<false, Voiture* const*, Voiture**>(Voiture* const*, Voiture* const*, Voiture**) [490]
-----------------------------------------------
                0.00    0.00      12/12          int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [487]
[489]    0.0    0.00    0.00      12         int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [489]
                0.00    0.00      12/12          int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [491]
-----------------------------------------------
                0.00    0.00      12/12          Voiture** std::__copy_move_a1<false, Voiture* const*, Voiture**>(Voiture* const*, Voiture* const*, Voiture**) [488]
[490]    0.0    0.00    0.00      12         Voiture** std::__copy_move_a2<false, Voiture* const*, Voiture**>(Voiture* const*, Voiture* const*, Voiture**) [490]
                0.00    0.00      12/12          Voiture** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Voiture*>(Voiture* const*, Voiture* const*, Voiture**) [450]
-----------------------------------------------
                0.00    0.00      12/12          int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [489]
[491]    0.0    0.00    0.00      12         int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [491]
                0.00    0.00      12/12          int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [451]
-----------------------------------------------
                0.00    0.00      12/12          Voiture** std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**, Voiture*>(__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**, std::allocator<Voiture*>&) [495]
[492]    0.0    0.00    0.00      12         Voiture** std::uninitialized_copy<__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**>(__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**) [492]
                0.00    0.00      12/12          Voiture** std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**>(__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**) [474]
-----------------------------------------------
                0.00    0.00      12/12          std::pair<unsigned int, Utilisateur const>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const> >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>*, std::allocator<std::pair<unsigned int, Utilisateur const> >&) [496]
[493]    0.0    0.00    0.00      12         std::pair<unsigned int, Utilisateur const>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>*>(__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>*) [493]
                0.00    0.00      12/12          std::pair<unsigned int, Utilisateur const>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>*>(__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>*) [473]
-----------------------------------------------
                0.00    0.00      12/12          int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [497]
[494]    0.0    0.00    0.00      12         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [494]
                0.00    0.00      12/12          int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [475]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<Voiture*, std::allocator<Voiture*> >::vector(std::vector<Voiture*, std::allocator<Voiture*> > const&) [479]
[495]    0.0    0.00    0.00      12         Voiture** std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**, Voiture*>(__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**, std::allocator<Voiture*>&) [495]
                0.00    0.00      12/12          Voiture** std::uninitialized_copy<__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**>(__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**) [492]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::vector(std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > const&) [480]
[496]    0.0    0.00    0.00      12         std::pair<unsigned int, Utilisateur const>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>*, std::pair<unsigned int, Utilisateur const> >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>*, std::allocator<std::pair<unsigned int, Utilisateur const> >&) [496]
                0.00    0.00      12/12          std::pair<unsigned int, Utilisateur const>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>*>(__gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, __gnu_cxx::__normal_iterator<std::pair<unsigned int, Utilisateur const> const*, std::vector<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > > >, std::pair<unsigned int, Utilisateur const>*) [493]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [481]
[497]    0.0    0.00    0.00      12         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [497]
                0.00    0.00      12/12          int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [494]
-----------------------------------------------
                0.00    0.00      12/12          Voiture** std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**>(__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**) [474]
[498]    0.0    0.00    0.00      12         Voiture** std::copy<__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**>(__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**) [498]
                0.00    0.00      24/24          __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > > std::__miter_base<__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > > >(__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >) [370]
                0.00    0.00      12/12          Voiture** std::__copy_move_a<false, __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**>(__gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, __gnu_cxx::__normal_iterator<Voiture* const*, std::vector<Voiture*, std::allocator<Voiture*> > >, Voiture**) [486]
-----------------------------------------------
                0.00    0.00      12/12          int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [475]
[499]    0.0    0.00    0.00      12         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [499]
                0.00    0.00      24/24          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [371]
                0.00    0.00      12/12          int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [487]
-----------------------------------------------
                0.00    0.00      12/12          void std::_Destroy_aux<false>::__destroy<Parking*>(Parking*, Parking*) [502]
[500]    0.0    0.00    0.00      12         void std::_Destroy<Parking>(Parking*) [500]
                0.00    0.00      12/18          Parking::~Parking() [381]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<Utilisateur*>(Utilisateur*, Utilisateur*) [506]
[501]    0.0    0.00    0.00       8         void std::_Destroy_aux<false>::__destroy<Utilisateur*>(Utilisateur*, Utilisateur*) [501]
                0.00    0.00      59/90          Utilisateur* std::__addressof<Utilisateur>(Utilisateur&) [280]
                0.00    0.00      59/59          void std::_Destroy<Utilisateur>(Utilisateur*) [311]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<Parking*>(Parking*, Parking*) [508]
[502]    0.0    0.00    0.00       8         void std::_Destroy_aux<false>::__destroy<Parking*>(Parking*, Parking*) [502]
                0.00    0.00      12/12          void std::_Destroy<Parking>(Parking*) [500]
                0.00    0.00      12/18          Parking* std::__addressof<Parking>(Parking&) [413]
-----------------------------------------------
                0.00    0.00       2/8           std::_Vector_base<Utilisateur, std::allocator<Utilisateur> >::~_Vector_base() [581]
                0.00    0.00       6/8           void std::vector<Utilisateur, std::allocator<Utilisateur> >::_M_realloc_insert<Utilisateur const&>(__gnu_cxx::__normal_iterator<Utilisateur*, std::vector<Utilisateur, std::allocator<Utilisateur> > >, Utilisateur const&) [145]
[503]    0.0    0.00    0.00       8         std::_Vector_base<Utilisateur, std::allocator<Utilisateur> >::_M_deallocate(Utilisateur*, unsigned long) [503]
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Utilisateur> >::deallocate(std::allocator<Utilisateur>&, Utilisateur*, unsigned long) [543]
-----------------------------------------------
                0.00    0.00       2/8           std::_Vector_base<Parking, std::allocator<Parking> >::~_Vector_base() [586]
                0.00    0.00       6/8           void std::vector<Parking, std::allocator<Parking> >::_M_realloc_insert<Parking const&>(__gnu_cxx::__normal_iterator<Parking*, std::vector<Parking, std::allocator<Parking> > >, Parking const&) [83]
[504]    0.0    0.00    0.00       8         std::_Vector_base<Parking, std::allocator<Parking> >::_M_deallocate(Parking*, unsigned long) [504]
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Parking> >::deallocate(std::allocator<Parking>&, Parking*, unsigned long) [545]
-----------------------------------------------
                0.00    0.00       2/8           std::_Vector_base<Voiture, std::allocator<Voiture> >::~_Vector_base() [591]
                0.00    0.00       6/8           void std::vector<Voiture, std::allocator<Voiture> >::_M_realloc_insert<Voiture const&>(__gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > >, Voiture const&) [82]
[505]    0.0    0.00    0.00       8         std::_Vector_base<Voiture, std::allocator<Voiture> >::_M_deallocate(Voiture*, unsigned long) [505]
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Voiture> >::deallocate(std::allocator<Voiture>&, Voiture*, unsigned long) [547]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<Utilisateur*, Utilisateur>(Utilisateur*, Utilisateur*, std::allocator<Utilisateur>&) [507]
[506]    0.0    0.00    0.00       8         void std::_Destroy<Utilisateur*>(Utilisateur*, Utilisateur*) [506]
                0.00    0.00       8/8           void std::_Destroy_aux<false>::__destroy<Utilisateur*>(Utilisateur*, Utilisateur*) [501]
-----------------------------------------------
                0.00    0.00       2/8           std::vector<Utilisateur, std::allocator<Utilisateur> >::~vector() [600]
                0.00    0.00       6/8           void std::vector<Utilisateur, std::allocator<Utilisateur> >::_M_realloc_insert<Utilisateur const&>(__gnu_cxx::__normal_iterator<Utilisateur*, std::vector<Utilisateur, std::allocator<Utilisateur> > >, Utilisateur const&) [145]
[507]    0.0    0.00    0.00       8         void std::_Destroy<Utilisateur*, Utilisateur>(Utilisateur*, Utilisateur*, std::allocator<Utilisateur>&) [507]
                0.00    0.00       8/8           void std::_Destroy<Utilisateur*>(Utilisateur*, Utilisateur*) [506]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<Parking*, Parking>(Parking*, Parking*, std::allocator<Parking>&) [509]
[508]    0.0    0.00    0.00       8         void std::_Destroy<Parking*>(Parking*, Parking*) [508]
                0.00    0.00       8/8           void std::_Destroy_aux<false>::__destroy<Parking*>(Parking*, Parking*) [502]
-----------------------------------------------
                0.00    0.00       2/8           std::vector<Parking, std::allocator<Parking> >::~vector() [602]
                0.00    0.00       6/8           void std::vector<Parking, std::allocator<Parking> >::_M_realloc_insert<Parking const&>(__gnu_cxx::__normal_iterator<Parking*, std::vector<Parking, std::allocator<Parking> > >, Parking const&) [83]
[509]    0.0    0.00    0.00       8         void std::_Destroy<Parking*, Parking>(Parking*, Parking*, std::allocator<Parking>&) [509]
                0.00    0.00       8/8           void std::_Destroy<Parking*>(Parking*, Parking*) [508]
-----------------------------------------------
                0.00    0.00       6/6           Affichage::InitAffichage() [619]
[510]    0.0    0.00    0.00       6         Image::loadFromFile(char const*, SDL_Renderer*) [510]
-----------------------------------------------
                0.00    0.00       6/6           Affichage::Affichage() [67]
[511]    0.0    0.00    0.00       6         Image::Image() [511]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Utilisateur> >::deallocate(std::allocator<Utilisateur>&, Utilisateur*, unsigned long) [543]
[512]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Utilisateur>::deallocate(Utilisateur*, unsigned long) [512]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Utilisateur> >::allocate(std::allocator<Utilisateur>&, unsigned long) [544]
[513]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Utilisateur>::allocate(unsigned long, void const*) [513]
                0.00    0.00       6/18          __gnu_cxx::new_allocator<Utilisateur>::_M_max_size() const [385]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<Place>::allocator() [528]
[514]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Place>::new_allocator() [514]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Parking> >::deallocate(std::allocator<Parking>&, Parking*, unsigned long) [545]
[515]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Parking>::deallocate(Parking*, unsigned long) [515]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Parking> >::allocate(std::allocator<Parking>&, unsigned long) [546]
[516]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Parking>::allocate(unsigned long, void const*) [516]
                0.00    0.00       6/18          __gnu_cxx::new_allocator<Parking>::_M_max_size() const [386]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Voiture> >::deallocate(std::allocator<Voiture>&, Voiture*, unsigned long) [547]
[517]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Voiture>::deallocate(Voiture*, unsigned long) [517]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Voiture> >::allocate(std::allocator<Voiture>&, unsigned long) [548]
[518]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Voiture>::allocate(unsigned long, void const*) [518]
                0.00    0.00       6/18          __gnu_cxx::new_allocator<Voiture>::_M_max_size() const [387]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<Voiture*>::allocator() [529]
[519]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Voiture*>::new_allocator() [519]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<std::pair<unsigned int, Utilisateur const> >::allocator() [530]
[520]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::new_allocator() [520]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<int>::allocator() [531]
[521]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<int>::new_allocator() [521]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<Utilisateur, std::allocator<Utilisateur> >::_M_realloc_insert<Utilisateur const&>(__gnu_cxx::__normal_iterator<Utilisateur*, std::vector<Utilisateur, std::allocator<Utilisateur> > >, Utilisateur const&) [145]
[522]    0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<Utilisateur*, std::vector<Utilisateur, std::allocator<Utilisateur> > >::difference_type __gnu_cxx::operator-<Utilisateur*, std::vector<Utilisateur, std::allocator<Utilisateur> > >(__gnu_cxx::__normal_iterator<Utilisateur*, std::vector<Utilisateur, std::allocator<Utilisateur> > > const&, __gnu_cxx::__normal_iterator<Utilisateur*, std::vector<Utilisateur, std::allocator<Utilisateur> > > const&) [522]
                0.00    0.00      12/24          __gnu_cxx::__normal_iterator<Utilisateur*, std::vector<Utilisateur, std::allocator<Utilisateur> > >::base() const [360]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<Parking, std::allocator<Parking> >::_M_realloc_insert<Parking const&>(__gnu_cxx::__normal_iterator<Parking*, std::vector<Parking, std::allocator<Parking> > >, Parking const&) [83]
[523]    0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<Parking*, std::vector<Parking, std::allocator<Parking> > >::difference_type __gnu_cxx::operator-<Parking*, std::vector<Parking, std::allocator<Parking> > >(__gnu_cxx::__normal_iterator<Parking*, std::vector<Parking, std::allocator<Parking> > > const&, __gnu_cxx::__normal_iterator<Parking*, std::vector<Parking, std::allocator<Parking> > > const&) [523]
                0.00    0.00      12/24          __gnu_cxx::__normal_iterator<Parking*, std::vector<Parking, std::allocator<Parking> > >::base() const [361]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<Voiture, std::allocator<Voiture> >::_M_realloc_insert<Voiture const&>(__gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > >, Voiture const&) [82]
[524]    0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > >::difference_type __gnu_cxx::operator-<Voiture*, std::vector<Voiture, std::allocator<Voiture> > >(__gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > > const&, __gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > > const&) [524]
                0.00    0.00      12/24          __gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > >::base() const [362]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<Utilisateur, std::allocator<Utilisateur> >::_M_realloc_insert<Utilisateur const&>(__gnu_cxx::__normal_iterator<Utilisateur*, std::vector<Utilisateur, std::allocator<Utilisateur> > >, Utilisateur const&) [145]
[525]    0.0    0.00    0.00       6         std::vector<Utilisateur, std::allocator<Utilisateur> >::_M_check_len(unsigned long, char const*) const [525]
                0.00    0.00      24/164         std::vector<Utilisateur, std::allocator<Utilisateur> >::size() const [263]
                0.00    0.00      12/12          std::vector<Utilisateur, std::allocator<Utilisateur> >::max_size() const [437]
                0.00    0.00       6/24964       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [212]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<Parking, std::allocator<Parking> >::_M_realloc_insert<Parking const&>(__gnu_cxx::__normal_iterator<Parking*, std::vector<Parking, std::allocator<Parking> > >, Parking const&) [83]
[526]    0.0    0.00    0.00       6         std::vector<Parking, std::allocator<Parking> >::_M_check_len(unsigned long, char const*) const [526]
                0.00    0.00      24/943064      std::vector<Parking, std::allocator<Parking> >::size() const [170]
                0.00    0.00      12/12          std::vector<Parking, std::allocator<Parking> >::max_size() const [440]
                0.00    0.00       6/24964       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [212]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<Voiture, std::allocator<Voiture> >::_M_realloc_insert<Voiture const&>(__gnu_cxx::__normal_iterator<Voiture*, std::vector<Voiture, std::allocator<Voiture> > >, Voiture const&) [82]
[527]    0.0    0.00    0.00       6         std::vector<Voiture, std::allocator<Voiture> >::_M_check_len(unsigned long, char const*) const [527]
                0.00    0.00      24/1179174     std::vector<Voiture, std::allocator<Voiture> >::size() const [168]
                0.00    0.00      12/12          std::vector<Voiture, std::allocator<Voiture> >::max_size() const [441]
                0.00    0.00       6/24964       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [212]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Place, std::allocator<Place> >::_Vector_impl::_Vector_impl() [533]
[528]    0.0    0.00    0.00       6         std::allocator<Place>::allocator() [528]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<Place>::new_allocator() [514]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Voiture*, std::allocator<Voiture*> >::_Vector_impl::_Vector_impl() [537]
[529]    0.0    0.00    0.00       6         std::allocator<Voiture*>::allocator() [529]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<Voiture*>::new_allocator() [519]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<std::pair<unsigned int, Utilisateur const>, std::allocator<std::pair<unsigned int, Utilisateur const> > >::_Vector_impl::_Vector_impl() [539]
[530]    0.0    0.00    0.00       6         std::allocator<std::pair<unsigned int, Utilisateur const> >::allocator() [530]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<std::pair<unsigned int, Utilisateur const> >::new_allocator() [520]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [541]
[531]    0.0    0.00    0.00       6         std::allocator<int>::allocator() [531]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<int>::new_allocator() [521]
-----------------------------------------------
                0.00    0.00       6/6           void std::vector<Utilisateur, std::allocator<Utilisateur> >::_M_realloc_insert<Utilisateur const&>(__gnu_cxx::__normal_iterator<Utilisateur*, std::vector<Utilisateur, std::allocator<Utilisateur> > >, Utilisateur const&) [145]
[532]    0.0    0.00    0.00       6         std::_Vector_base<Utilisateur, std::allocator<Utilisateur> >::_M_allocate(unsigned long) [532]
                0.00    0.00       6/6           std::allocator_traits<std::allocator<Utilisateur> >::allocate(std::allocator<Utilisateur>&, unsigned long) [544]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Place, std::allocator<Place> >::_Vector_base() [534]
[533]    0.0    0.00    0.00       6         std::_Vector_base<Place, std::allocator<Place> >::_Vector_impl::_Vector_impl() [533]
